Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Weekday,Quarter
1,2010-07-09,0.5322242607949047,0,0.7906283280085197,0.08517034068136264,0.8406189287981203,0.5044049682264586,2010,7,4,3
1,2010-07-16,0.4935308927988171,0,0.819062832800852,0.07565130260521058,0.8405395703451153,0.5044049682264586,2010,7,4,3
1,2010-07-23,0.4680871007789157,0,0.8212992545260915,0.06813627254509025,0.8418715906017784,0.5044049682264586,2010,7,4,3
1,2010-07-30,0.4628773027851323,0,0.805111821086262,0.08416833667334678,0.8432036108584411,0.5044049682264586,2010,7,4,3
1,2010-08-06,0.5558929786450895,0,0.8617678381256655,0.07765531062124231,0.8445356311151038,0.5044049682264586,2010,8,4,3
1,2010-08-13,0.5171523031688632,0,0.8600638977635783,0.11022044088176353,0.8458676523602136,0.5044049682264586,2010,8,4,3
1,2010-08-20,0.5190813815899813,0,0.8563365282215123,0.09619238476953917,0.8455112401305893,0.5044049682264586,2010,8,4,3
1,2010-08-27,0.4936121552268088,0,0.8411075612353567,0.0736472945891784,0.8451548288894122,0.5044049682264586,2010,8,4,3
1,2010-09-03,0.529869781530155,0,0.798402555910543,0.05260521042084165,0.844798417648235,0.5044049682264586,2010,9,4,3
1,2010-09-10,0.5168427610369049,1,0.7715654952076677,0.04659318637274534,0.8444420064070579,0.5044049682264586,2010,9,4,3
1,2010-09-17,0.4861375056462076,0,0.8079872204472843,0.05511022044088154,0.8447115499636393,0.5044049682264586,2010,9,4,3
1,2010-09-24,0.4548324937024084,0,0.7955271565495207,0.07615230460921851,0.8454505623367696,0.5044049682264586,2010,9,4,3
1,2010-10-01,0.4952798594218155,0,0.6991480298189563,0.06563126252505014,0.8461895737214524,0.5117706528018486,2010,10,4,4
1,2010-10-08,0.5171531675780237,0,0.6143769968051118,0.08066132264529058,0.8469285851061357,0.5117706528018486,2010,10,4,4
1,2010-10-15,0.4977016391140613,0,0.6489882854100106,0.1242484969939881,0.8475907378201875,0.5117706528018486,2010,10,4,4
1,2010-10-22,0.4523081679962513,0,0.6775292864749733,0.126753507014028,0.8480607453403315,0.5117706528018486,2010,10,4,4
1,2010-10-29,0.4677461252244436,0,0.6751863684771032,0.12224448897795592,0.8485307528604755,0.5117706528018486,2010,10,4,4
1,2010-11-05,0.5344490587683177,0,0.5591054313099041,0.1087174348697395,0.8490007603806196,0.5117706528018486,2010,11,4,4
1,2010-11-12,0.5116717618690352,0,0.568370607028754,0.12825651302605223,0.8494707679007636,0.5117706528018486,2010,11,4,4
1,2010-11-19,0.5074113360909785,0,0.4810436634717784,0.1497995991983967,0.848341266588903,0.5117706528018486,2010,11,4,4
1,2010-11-26,0.6953665240087151,1,0.6206602768903088,0.1317635270541082,0.8469451801422254,0.5117706528018486,2010,11,4,4
1,2010-12-03,0.533004858117907,0,0.45825346112886045,0.11823647294589179,0.845549094683995,0.5117706528018486,2010,12,4,4
1,2010-12-10,0.5866143510840051,0,0.4269435569755058,0.18587174348697388,0.8441530082373179,0.5117706528018486,2010,12,4,4
1,2010-12-17,0.6696377319067992,0,0.46432374866879655,0.19889779559118237,0.8435536120210525,0.5117706528018486,2010,12,4,4
1,2010-12-24,0.8675815620358915,0,0.4908413205537806,0.20741482965931857,0.8435517319949253,0.5117706528018486,2010,12,4,4
1,2010-12-31,0.4610183888937517,1,0.449307774227902,0.23597194388777543,0.8435498529572456,0.5117706528018486,2010,12,4,4
1,2011-01-07,0.4918551977983914,0,0.4476038338658147,0.2525050100200401,0.8435479729311188,0.4979058347775853,2011,1,4,1
1,2011-01-14,0.47045676098058087,0,0.3105431309904153,0.2560120240480961,0.8440685780629371,0.4979058347775853,2011,1,4,1
1,2011-01-21,0.44511860215016386,0,0.40255591054313095,0.27254509018036055,0.847724086234849,0.4979058347775853,2011,1,4,1
1,2011-01-28,0.4409335432906172,0,0.4003194888178913,0.2695390781563125,0.8513795944067613,0.4979058347775853,2011,1,4,1
1,2011-02-04,0.5563462158537607,0,0.38370607028753995,0.25901803607214413,0.8550351035671206,0.4979058347775853,2011,2,4,1
1,2011-02-11,0.5734692252119548,1,0.3210862619808306,0.2755511022044086,0.8586906117390325,0.4979058347775853,2011,2,4,1
1,2011-02-18,0.5882987618781782,0,0.5444089456869009,0.28707414829659306,0.8617664679227985,0.4979058347775853,2011,2,4,1
1,2011-02-25,0.4966624280974278,0,0.6034078807241746,0.2970941883767535,0.8646104641020633,0.4979058347775853,2011,2,4,1
1,2011-03-04,0.568150710836566,0,0.5680511182108625,0.4088176352705408,0.8674544602813286,0.4979058347775853,2011,3,4,1
1,2011-03-11,0.5350594630895581,0,0.503940362087327,0.49448897795591185,0.8702984564605933,0.4979058347775853,2011,3,4,1
1,2011-03-18,0.5444709389061031,0,0.6019169329073482,0.5090180360721441,0.8727859326695153,0.4979058347775853,2011,3,4,1
1,2011-03-25,0.5302437679542724,0,0.6787007454739084,0.5015030060120238,0.8751308006926104,0.4979058347775853,2011,3,4,1
1,2011-04-01,0.5119048974014195,0,0.5636847710330138,0.5270541082164328,0.8774756687157055,0.4892403235124205,2011,4,4,2
1,2011-04-08,0.5593854983793389,0,0.6560170394036209,0.5761523046092183,0.8798205367388001,0.4892403235124205,2011,4,4,2
1,2011-04-15,0.5377273285177863,0,0.6925452609158679,0.6367735470941882,0.881970035253989,0.4892403235124205,2011,4,4,2
1,2011-04-22,0.5396914931872255,0,0.7108626198083067,0.6688376753507013,0.8836311124705287,0.4892403235124205,2011,4,4,2
1,2011-04-29,0.4959814210666912,0,0.7006389776357828,0.6703406813627253,0.8852921886986218,0.4892403235124205,2011,4,4,2
1,2011-05-06,0.565413230595025,0,0.6216187433439829,0.7184368737474949,0.8869532649267144,0.4892403235124205,2011,5,4,2
1,2011-05-13,0.5556076837876011,0,0.739084132055378,0.7149298597194387,0.8886143411548075,0.4892403235124205,2011,5,4,2
1,2011-05-20,0.4852769205999665,0,0.6537806176783811,0.7189378757515028,0.886339604432302,0.4892403235124205,2011,5,4,2
1,2011-05-27,0.5003456834972213,0,0.7612353567625133,0.6583166332665329,0.8840648677097969,0.4892403235124205,2011,5,4,2
1,2011-06-03,0.5676786717327909,0,0.8174653887113951,0.6147294589178356,0.8817901299988447,0.4892403235124205,2011,6,4,2
1,2011-06-10,0.5493029701794864,0,0.8188498402555909,0.5891783567134268,0.8795153932763395,0.4892403235124205,2011,6,4,2
1,2011-06-17,0.5266636321855291,0,0.8537806176783812,0.5836673346693386,0.8790660126674541,0.4892403235124205,2011,6,4,2
1,2011-06-24,0.4895041124350459,0,0.8236421725239617,0.5621242484969937,0.8799856498851186,0.4892403235124205,2011,6,4,2
1,2011-07-01,0.5093050334883015,0,0.8446219382321618,0.5270541082164328,0.8809052871027832,0.5296793760831888,2011,7,4,3
1,2011-07-08,0.527753018767995,0,0.8476038338658146,0.50501002004008,0.8818249243204477,0.5296793760831888,2011,7,4,3
1,2011-07-15,0.4959930846151793,0,0.8764643237486688,0.5526052104208417,0.8826545604766389,0.5296793760831888,2011,7,4,3
1,2011-07-22,0.4728121205883006,0,0.8469648562300319,0.5906813627254508,0.8832591905195821,0.5296793760831888,2011,7,4,3
1,2011-07-29,0.45500328820547553,0,0.8582534611288605,0.6062124248496992,0.8838638215509724,0.5296793760831888,2011,7,4,3
1,2011-08-05,0.5634185048791371,0,0.9095846645367412,0.6072144288577155,0.8844684525823627,0.5296793760831888,2011,8,4,3
1,2011-08-12,0.5238880542056884,0,0.9001064962726305,0.5841683366733466,0.8850730836137526,0.5296793760831888,2011,8,4,3
1,2011-08-19,0.5261244997937802,0,0.8913738019169328,0.5420841683366731,0.8857009737906685,0.5296793760831888,2011,8,4,3
1,2011-08-26,0.49980663874142417,0,0.8702875399361022,0.5265531062124249,0.8863327406565795,0.5296793760831888,2011,8,4,3
1,2011-09-02,0.5338794011811915,0,0.8689030883919062,0.5315631262525049,0.8869645075224906,0.5296793760831888,2011,9,4,3
1,2011-09-09,0.5299923563424948,1,0.7429179978700745,0.5380761523046089,0.8875962743884016,0.5296793760831888,2011,9,4,3
1,2011-09-16,0.5195511461424631,0,0.7848775292864749,0.5280561122244487,0.8893754453175977,0.5296793760831888,2011,9,4,3
1,2011-09-23,0.46607747695122936,0,0.7407880724174654,0.498496993987976,0.8926844889901377,0.5296793760831888,2011,9,4,3
1,2011-09-30,0.471870038090379,0,0.7822151224707135,0.4423847695390781,0.8959935316742316,0.5296793760831888,2011,9,4,3
1,2011-10-07,0.5660500531722673,0,0.6716719914802982,0.407314629258517,0.899302574358325,0.5158145580589255,2011,10,4,4
1,2011-10-14,0.511291915786507,0,0.6975505857294994,0.40180360721442887,0.9023658199357154,0.5158145580589255,2011,10,4,4
1,2011-10-21,0.5148917019257055,0,0.6120340788072417,0.44138276553106204,0.9039542828728906,0.5158145580589255,2011,10,4,4
1,2011-10-28,0.4920610665994226,0,0.6424920127795526,0.4509018036072143,0.9055427458100653,0.5158145580589255,2011,10,4,4
1,2011-11-04,0.5924362941677069,0,0.5190628328008519,0.43086172344689366,0.9071312087472401,0.5158145580589255,2011,11,4,4
1,2011-11-11,0.5516892851954375,0,0.563045793397231,0.4133266533066131,0.9087196716844148,0.5158145580589255,2011,11,4,4
1,2011-11-18,0.5295989744888727,0,0.5964856230031949,0.41883767535070127,0.910918213972649,0.5158145580589255,2011,11,4,4
1,2011-11-25,0.7263165744968325,1,0.5740149094781682,0.3827655310621243,0.9133607880013073,0.5158145580589255,2011,11,4,4
1,2011-12-02,0.5473652715674774,0,0.454419595314164,0.35070140280561124,0.9158033610415184,0.5158145580589255,2011,12,4,4
1,2011-12-09,0.633247878886063,0,0.40138445154419594,0.34368737474949884,0.9182459350701762,0.5158145580589255,2011,12,4,4
1,2011-12-16,0.6657107410079113,0,0.4833865814696485,0.3441883767535068,0.9203968717756985,0.5158145580589255,2011,12,4,4
1,2011-12-23,0.8206719451347319,0,0.44430244941427044,0.32064128256513014,0.922158959376004,0.5158145580589255,2011,12,4,4
1,2011-12-30,0.5128601173251998,1,0.4079872204472843,0.32915831663326656,0.9239210459878628,0.5158145580589255,2011,12,4,4
1,2012-01-06,0.5339354483557915,0,0.4554845580404685,0.3431863727454909,0.9256831335881683,0.4410023108030041,2012,1,4,1
1,2012-01-13,0.49777814928339637,0,0.45037273695420654,0.39529058116232463,0.9274452202000267,0.4410023108030041,2012,1,4,1
1,2012-01-20,0.4718031200743088,0,0.5097976570820021,0.3987975951903806,0.9283660870457155,0.4410023108030041,2012,1,4,1
1,2012-01-27,0.44190004036800745,0,0.5113951011714589,0.40981963927855714,0.9292869538914044,0.4410023108030041,2012,1,4,1
1,2012-02-03,0.5681810806773017,0,0.5357827476038338,0.444889779559118,0.9302078207370932,0.4410023108030041,2012,2,4,1
1,2012-02-10,0.6343612737358577,1,0.44494142705005324,0.46943887775551074,0.9311286875827816,0.4410023108030041,2012,2,4,1
1,2012-02-17,0.6412895211241667,0,0.41618743343982956,0.5200400801603204,0.9327159386839776,0.4410023108030041,2012,2,4,1
1,2012-02-24,0.529560785131169,0,0.5432374866879659,0.5425851703406814,0.9348029792123631,0.4410023108030041,2012,2,4,1
1,2012-03-02,0.5889273426925031,0,0.5827476038338658,0.5801603206412824,0.9368900197407486,0.4410023108030041,2012,3,4,1
1,2012-03-09,0.5837529974246572,0,0.5593184238551651,0.5996993987975952,0.9389770592806874,0.4410023108030041,2012,3,4,1
1,2012-03-16,0.5845662670238551,0,0.6230031948881788,0.6322645290581161,0.9404856715182688,0.4410023108030041,2012,3,4,1
1,2012-03-23,0.5182797436716529,0,0.6356762513312034,0.6588176352705408,0.9412230470232252,0.4410023108030041,2012,3,4,1
1,2012-03-30,0.5734651222560316,0,0.6535676251331203,0.6878757515030061,0.941960421539735,0.4410023108030041,2012,3,4,1
1,2012-04-06,0.6730802115125962,0,0.6835995740149096,0.7109218436873745,0.9426977960562444,0.4113951473136914,2012,4,4,2
1,2012-04-13,0.5620832317333064,0,0.6691160809371671,0.7109218436873745,0.9434351705727542,0.4113951473136914,2012,4,4,2
1,2012-04-20,0.5224662724251178,0,0.6445154419595315,0.7039078156312624,0.9439675797382243,0.4113951473136914,2012,4,4,2
1,2012-04-27,0.5014935949616507,0,0.649520766773163,0.6723446893787575,0.9444999879152474,0.4113951473136914,2012,4,4,2
1,2012-05-04,0.5873734895491842,0,0.7381256656017039,0.6397795591182365,0.9450323970807175,0.4113951473136914,2012,5,4,2
1,2012-05-11,0.5581254128966623,0,0.7191693290734823,0.6092184368737474,0.9455648062461877,0.4113951473136914,2012,5,4,2
1,2012-05-18,0.5520728836900818,0,0.6825346112886048,0.5801603206412824,0.9457329489824526,0.4113951473136914,2012,5,4,2
1,2012-05-25,0.535956903036965,0,0.7559105431309904,0.5455911823647293,0.9457553867285506,0.4113951473136914,2012,5,4,2
1,2012-06-01,0.563455881612561,0,0.7636847710330138,0.5155310621242484,0.9457778234862011,0.4113951473136914,2012,6,4,2
1,2012-06-08,0.5924368438841315,0,0.7674121405750798,0.49098196392785565,0.9458002612322991,0.4113951473136914,2012,6,4,2
1,2012-06-15,0.5658975068644271,0,0.7785942492012778,0.4614228456913825,0.9459303230608032,0.4113951473136914,2012,6,4,2
1,2012-06-22,0.5249630764589711,0,0.7683706070287539,0.43787575150300606,0.9463294480606645,0.4113951473136914,2012,6,4,2
1,2012-06-29,0.5299725386670409,0,0.8374866879659211,0.40781563126252496,0.9467285720720788,0.4113951473136914,2012,6,4,2
1,2012-07-06,0.6213659495729768,0,0.8022364217252396,0.378256513026052,0.9471276960834927,0.37745522819179667,2012,7,4,3
1,2012-07-13,0.5246317448426445,0,0.7548455804046859,0.3927855711422843,0.9475268210833541,0.37745522819179667,2012,7,4,3
1,2012-07-20,0.5130561191147538,0,0.789989350372737,0.4203406813627253,0.9476115191268617,0.37745522819179667,2012,7,4,3
1,2012-07-27,0.4896210506623069,0,0.8138445154419595,0.4684368737474949,0.9476962161819231,0.37745522819179667,2012,7,4,3
1,2012-08-03,0.5661081478413766,0,0.8505857294994675,0.4734468937875749,0.9477809142254312,0.37745522819179667,2012,8,4,3
1,2012-08-10,0.5506819019631009,0,0.8392971246006389,0.5120240480961924,0.9478656112804917,0.37745522819179667,2012,8,4,3
1,2012-08-17,0.552856102124732,0,0.8371671991480297,0.5506012024048097,0.94865615139389,0.37745522819179667,2012,8,4,3
1,2012-08-24,0.5115295088020738,0,0.7605963791267305,0.5751503006012024,0.9499760720712582,0.37745522819179667,2012,8,4,3
1,2012-08-31,0.5465683620070915,0,0.79073482428115,0.5841683366733466,0.9512959927486264,0.37745522819179667,2012,8,4,3
1,2012-09-07,0.5783100758488466,1,0.827689030883919,0.630260521042084,0.9526159134259946,0.37745522819179667,2012,9,4,3
1,2012-09-14,0.520813538044052,0,0.7319488817891373,0.62374749498998,0.9540294321233409,0.37745522819179667,2012,9,4,3
1,2012-09-21,0.5163111175355789,0,0.6776357827476038,0.6257515030060119,0.9560045399290011,0.37745522819179667,2012,9,4,3
1,2012-09-28,0.4887986868413883,0,0.7437699680511182,0.5981963927855709,0.9579796477346609,0.37745522819179667,2012,9,4,3
1,2012-10-05,0.5819026081213111,0,0.6635782747603833,0.5736472945891782,0.9599547555403212,0.32907279029462744,2012,10,4,4
1,2012-10-12,0.5429790364137708,0,0.6043663471778488,0.5656312625250499,0.9619298633459814,0.32907279029462744,2012,10,4,4
1,2012-10-19,0.5170849868075578,0,0.6574014909478167,0.5621242484969937,0.962368998702078,0.32907279029462744,2012,10,4,4
1,2012-10-26,0.5113452183624363,0,0.6700745473908413,0.5180360721442883,0.962552138155691,0.32907279029462744,2012,10,4,4
2,2010-02-05,0.7676125470212567,0,0.3615548455804046,0.05010020040080154,0.8371019485029647,0.5819612940496823,2010,2,4,1
2,2010-02-12,0.7679392060479738,1,0.3434504792332268,0.038076152304609145,0.8385390337528427,0.5819612940496823,2010,2,4,1
2,2010-02-19,0.7626181263292701,0,0.35623003194888175,0.021042084168336528,0.839005254532665,0.5819612940496823,2010,2,4,1
2,2010-02-26,0.6593055886321799,0,0.4244941427050053,0.04458917835671339,0.839309664567478,0.5819612940496823,2010,2,4,1
2,2010-03-05,0.7094635715059977,0,0.4358892438764643,0.07665330661322645,0.8396140755907382,0.5819612940496823,2010,3,4,1
2,2010-03-12,0.7092527074557164,0,0.5465388711395102,0.09769539078156297,0.8399184856255517,0.5819612940496823,2010,3,4,1
2,2010-03-19,0.6915610403569364,0,0.5141640042598509,0.1242484969939881,0.8382952639508643,0.5819612940496823,2010,3,4,1
2,2010-03-26,0.6135359362080062,0,0.47944621938232157,0.1302605210420842,0.8363507703245938,0.5819612940496823,2010,3,4,1
2,2010-04-02,0.7394090112446159,0,0.6073482428115016,0.12374749498997994,0.8344062766983229,0.5640525707683419,2010,4,4,2
2,2010-04-09,0.6949941110482768,0,0.6301384451544195,0.14929859719438876,0.8324617830720529,0.5640525707683419,2010,4,4,2
2,2010-04-16,0.6632335395430847,0,0.6584664536741213,0.16833667334669333,0.8311410301223399,0.5640525707683419,2010,4,4,2
2,2010-04-23,0.6421343834839724,0,0.6269435569755059,0.1618236472945891,0.8306519317375205,0.5640525707683419,2010,4,4,2
2,2010-04-30,0.634350462646173,0,0.6468583599574015,0.15430861723446876,0.8301628333527011,0.5640525707683419,2010,4,4,2
2,2010-05-07,0.7300056696377748,0,0.6926517571884984,0.18186372745490975,0.8296737349678813,0.5640525707683419,2010,5,4,2
2,2010-05-14,0.665541719141141,0,0.7142705005324813,0.19138276553106204,0.8296476073492647,0.5640525707683419,2010,5,4,2
2,2010-05-21,0.6719888332039541,0,0.730457933972311,0.17735470941883769,0.8323993033394164,0.5640525707683419,2010,5,4,2
2,2010-05-28,0.6959599707732906,0,0.7975505857294994,0.14378757515030038,0.835150999329568,0.5640525707683419,2010,5,4,2
2,2010-06-04,0.7538897408890421,0,0.8047923322683705,0.11673346693386777,0.8379026963081668,0.5640525707683419,2010,6,4,2
2,2010-06-11,0.7232166917106151,0,0.8217252396166135,0.09819639278557113,0.8406543922983185,0.5640525707683419,2010,6,4,2
2,2010-06-18,0.7136955235666385,0,0.8473908413205538,0.08266533066132253,0.8406311885058231,0.5640525707683419,2010,6,4,2
2,2010-06-25,0.6891136908840398,0,0.8521831735889244,0.0906813627254508,0.8394980240095111,0.5640525707683419,2010,6,4,2
2,2010-07-02,0.7146131835181867,0,0.8146964856230031,0.09869739478957906,0.8383648605016463,0.5494656268053149,2010,7,4,3
2,2010-07-09,0.6656015744961902,0,0.8130990415335463,0.08517034068136264,0.8372316960053343,0.5494656268053149,2010,7,4,3
2,2010-07-16,0.6516503970406049,0,0.8421725239616612,0.07565130260521058,0.8371532498888778,0.5494656268053149,2010,7,4,3
2,2010-07-23,0.6260917381886657,0,0.8670926517571884,0.06813627254509025,0.8384810949455619,0.5494656268053149,2010,7,4,3
2,2010-07-30,0.6350658389038073,0,0.8226837060702874,0.08416833667334678,0.8398089400022459,0.5494656268053149,2010,7,4,3
2,2010-08-06,0.7098208274302347,0,0.8870074547390842,0.07765531062124231,0.8411367850589295,0.5494656268053149,2010,8,4,3
2,2010-08-13,0.6714566240523939,0,0.8818956336528221,0.11022044088176353,0.8424646291271669,0.5494656268053149,2010,8,4,3
2,2010-08-20,0.6988365571544345,0,0.8781682641107561,0.09619238476953917,0.8421139014560364,0.5494656268053149,2010,8,4,3
2,2010-08-27,0.6588049563074183,0,0.8613418530351438,0.0736472945891784,0.8417631737849063,0.5494656268053149,2010,8,4,3
2,2010-09-03,0.6750445355201296,0,0.8050053248136315,0.05260521042084165,0.8414124451253286,0.5494656268053149,2010,9,4,3
2,2010-09-10,0.6489611842912195,1,0.775825346112886,0.04659318637274534,0.8410617174541986,0.5494656268053149,2010,9,4,3
2,2010-09-17,0.6309459294074863,0,0.8073482428115015,0.05511022044088154,0.8413328593295222,0.5494656268053149,2010,9,4,3
2,2010-09-24,0.6033221293524236,0,0.8045793397231097,0.07615230460921851,0.8420704018820158,0.5494656268053149,2010,9,4,3
2,2010-10-01,0.6443051658434851,0,0.6709265175718849,0.06563126252505014,0.8428079454229565,0.5587088388214905,2010,10,4,4
2,2010-10-08,0.6532603690606662,0,0.6064962726304579,0.08066132264529058,0.8435454889638967,0.5587088388214905,2010,10,4,4
2,2010-10-15,0.6311259376358448,0,0.6342917997870073,0.1242484969939881,0.8442061471461377,0.5587088388214905,2010,10,4,4
2,2010-10-22,0.6086561393574637,0,0.663045793397231,0.126753507014028,0.844674593908525,0.5587088388214905,2010,10,4,4
2,2010-10-29,0.6344718862407829,0,0.6389776357827475,0.12224448897795592,0.8451430416593584,0.5587088388214905,2010,10,4,4
2,2010-11-05,0.6887688513807857,0,0.5496272630457933,0.1087174348697395,0.8456114884217456,0.5587088388214905,2010,11,4,4
2,2010-11-12,0.6799061996955633,0,0.5692225772097976,0.12825651302605223,0.8460799351841324,0.5587088388214905,2010,11,4,4
2,2010-11-19,0.6958107028467365,0,0.47465388711395096,0.1497995991983967,0.844954419290433,0.5587088388214905,2010,11,4,4
2,2010-11-26,0.9754435289626668,1,0.6042598509052183,0.1317635270541082,0.8435632424598292,0.5587088388214905,2010,11,4,4
2,2010-12-03,0.7193298420610836,0,0.45889243876464314,0.11823647294589179,0.8421720656292253,0.5587088388214905,2010,12,4,4
2,2010-12-10,0.8639073650067476,0,0.4181043663471778,0.18587174348697388,0.8407808887986215,0.5587088388214905,2010,12,4,4
2,2010-12-17,0.9557021206875582,0,0.43993610223642166,0.19889779559118237,0.8401853149067682,0.5587088388214905,2010,12,4,4
2,2010-12-24,1.0,0,0.46570820021299253,0.20741482965931857,0.8401864427247552,0.5587088388214905,2010,12,4,4
2,2010-12-31,0.613630240459,1,0.4372736954206602,0.23597194388777543,0.8401875705427417,0.5587088388214905,2010,12,4,4
2,2011-01-07,0.6166641333735454,0,0.4094781682641107,0.2525050100200401,0.8401886983607283,0.5392114384748701,2011,1,4,1
2,2011-01-14,0.6111441797961414,0,0.2851970181043663,0.2560120240480961,0.8407104322989802,0.5392114384748701,2011,1,4,1
2,2011-01-21,0.614008807853323,0,0.37444089456869006,0.27254509018036055,0.8443558029588227,0.5392114384748701,2011,1,4,1
2,2011-01-28,0.5916962085551298,0,0.3896698615548455,0.2695390781563125,0.8480011726302181,0.5392114384748701,2011,1,4,1
2,2011-02-04,0.6848988557181578,0,0.3408945686900958,0.25901803607214413,0.8516465432900606,0.5392114384748701,2011,2,4,1
2,2011-02-11,0.7799820230181265,1,0.28700745473908407,0.2755511022044086,0.8552919139499036,0.5392114384748701,2011,2,4,1
2,2011-02-18,0.7452635310016568,0,0.5494142705005324,0.28707414829659306,0.8583605386556759,0.5392114384748701,2011,2,4,1
2,2011-02-25,0.6467233803458754,0,0.5810436634717784,0.2970941883767535,0.8611984637936838,0.5392114384748701,2011,2,4,1
2,2011-03-04,0.7057169951476084,0,0.5487752928647497,0.4088176352705408,0.8640363889316918,0.5392114384748701,2011,3,4,1
2,2011-03-11,0.6648864213118877,0,0.49478168264110756,0.49448897795591185,0.8668743150581468,0.5392114384748701,2011,3,4,1
2,2011-03-18,0.6742277564994091,0,0.597231096911608,0.5090180360721441,0.8693551558225949,0.5392114384748701,2011,3,4,1
2,2011-03-25,0.6198952151464459,0,0.6728434504792332,0.5015030060120238,0.8716931640237551,0.5392114384748701,2011,3,4,1
2,2011-04-01,0.6334426617391973,0,0.5238551650692226,0.5270541082164328,0.8740311722249157,0.5252021952628538,2011,4,4,2
2,2011-04-08,0.6523167569170413,0,0.6470713525026623,0.5761523046092183,0.8763691794376287,0.5252021952628538,2011,4,4,2
2,2011-04-15,0.6558680963087283,0,0.673482428115016,0.6367735470941882,0.8785125169628869,0.5252021952628538,2011,4,4,2
2,2011-04-22,0.6677673695733576,0,0.6725239616613419,0.6688376753507013,0.8801691797752822,0.5252021952628538,2011,4,4,2
2,2011-04-29,0.6116826230506333,0,0.6706070287539935,0.6703406813627253,0.8818258425876779,0.5252021952628538,2011,4,4,2
2,2011-05-06,0.6484093845209896,0,0.5882854100106496,0.7184368737474949,0.8834825054000737,0.5252021952628538,2011,5,4,2
2,2011-05-13,0.64871589922916,0,0.7281150159744408,0.7149298597194387,0.885139168212469,0.5252021952628538,2011,5,4,2
2,2011-05-20,0.5888720125393265,0,0.6485623003194888,0.7189378757515028,0.8828756671666111,0.5252021952628538,2011,5,4,2
2,2011-05-27,0.6324711773794616,0,0.7473908413205538,0.6583166332665329,0.8806121671092,0.5252021952628538,2011,5,4,2
2,2011-06-03,0.68665555023872,0,0.8182108626198082,0.6147294589178356,0.8783486660633426,0.5252021952628538,2011,6,4,2
2,2011-06-10,0.6848219472035875,0,0.8217252396166135,0.5891783567134268,0.8760851650174843,0.5252021952628538,2011,6,4,2
